Seconds,Torque
782,2109
783,2107
784,2103
785,2112
786,2109
787,2101
788,2111
789,2111
790,2108
791,2107
792,2108
793,2111
794,2121
795,2106
796,2108
797,2112
798,2111
799,2106
800,2101
801,2109
802,2097
803,2107
804,2109
805,2108
806,2104
807,2109
808,2111
809,2117
810,2110
811,2107
812,2108
813,2108
814,2110
815,2110
816,2108
817,2105
818,2104
819,2109
820,2110
821,2106
822,2105
823,2106
824,2111
825,2108
826,2109
827,2108
828,2118
829,2106
830,2108
831,2106
832,2110
833,2107
834,2105
835,2104
836,2105
837,2100
838,2108
839,2105
840,2110
841,2106
842,2105
843,2109
844,2107
845,2108
846,2112
847,2110
848,2106
849,2108
850,2107
851,2105
852,2104
853,2107
854,2109
855,2115
856,2108
857,2111
858,2108
859,2105
860,2111
861,2105
862,2108
863,2108
864,2111
865,2106
866,2107
867,2093
868,2107
869,2118
870,2101
871,2110
872,2124
873,2109
874,2107
875,2107
876,2119
877,2109
878,2109
879,2110
880,2110
881,2109
882,2110
883,2095
884,2108
885,2108
886,2104
887,2103
888,2107
889,2106
890,2104
891,2095
892,2048
893,2104
894,2110
895,2103
896,2109
897,2109
898,2107
899,2110
900,2108
901,2108
902,2106
903,2107
904,2106
905,2108
906,2111
907,2111
908,2097
909,2104
910,2111
911,2104
912,2126
913,2113
914,2110
915,2109
916,2109
917,2110
918,2109
919,2107
920,2110
921,2106
922,2106
923,2106
924,2108
925,2113
926,2107
927,2108
928,2102
929,2111
930,2108
931,2109
932,2107
933,2108
934,2112
935,2109
936,2113
937,2110
938,2105
939,2105
940,2108
941,2106
942,2099
943,2108
944,2137
945,2105
946,2106
947,2107
948,2111
949,2102
950,2106
951,2106
952,2109
953,2110
954,2111
955,2108
956,2110
957,2102
958,2105
959,2106
960,2104
961,2100
962,2105
963,2101
964,2106
965,2109
966,2109
967,2111
968,2110
969,2105
970,2109
971,2108
972,2108
973,2111
974,2107
975,2105
976,2105
977,2110
978,2091
979,2104
980,2109
981,2105
982,2101
983,2112
984,2111
985,2109
986,2107
987,2106
988,2106
989,2108
990,2108
991,2105
992,2110
993,2105
994,2108
995,2110
996,2121
997,2082
998,2105
999,2122
1000,2110
1001,2106
1002,2106
1003,2110
1004,2109
1005,2108
1006,2106
1007,2108
1008,2106
1009,2106
1010,2105
1011,2107
1012,2105
1013,2106
1014,2112
1015,2103
1016,2105
1017,2074
1018,2107
1019,2109
1020,2110
1021,2110
1022,2109
1023,2106
1024,2109
1025,2107
1026,2104
1027,2106
1028,2106
1029,2105
1030,2108
1031,2100
1032,2103
1033,2106
1034,2109
1035,2102
1036,2105
1037,2110
1038,2109
1039,2108
1040,2108
1041,2111
1042,2108
1043,2108
1044,2110
1045,2116
1046,2111
1047,2108
1048,2104
1049,2109
1050,2108
1051,2108
1052,2107
1053,2109
1054,2105
1055,2110
1056,2108
1057,2111
1058,2110
1059,2106
1060,2106
1061,2109
1062,2102
1063,2106
1064,2107
1065,2103
1066,2107
1067,2105
1068,2100
1069,2107
1070,2109
1071,2110
1072,2113
1073,2106
1074,2109
1075,2109
1076,2110
1077,2108
1078,2107
1079,2105
1080,2110
1081,2106
1082,2100
1083,2108
1084,2110
1085,2105
1086,2106
1087,2105
1088,2108
1089,2108
1090,2112
1091,2101
1092,2110
1093,2109
1094,2111
1095,2108
1096,2108
1097,2109
1098,2104
1099,2102
1100,2094
1101,2110
1102,2119
1103,2095
1104,2106
1105,2107
1106,2109
1107,2107
1108,2108
1109,2108
1110,2109
1111,2109
1112,2109
1113,2107
1114,2107
1115,2107
1116,2108
1117,2108
1118,2106
1119,2106
1120,2103
1121,2107
1122,2107
1123,2102
1124,2108
1125,2112
1126,2108
1127,2109
1128,2112
1129,2114
1130,2110
1131,2110
1132,2108
1133,2114
1134,2112
1135,2108
1136,2110
1137,2101
1138,2107
1139,2105
1140,2110
1141,2107
1142,2108
1143,2110
1144,2104
1145,2108
1146,2110
1147,2104
1148,2110
1149,2107
1150,2109
1151,2108
1152,2114
1153,2102
1154,2111
1155,2122
1156,2109
1157,2108
1158,2103
1159,2108
1160,2106
1161,2108
1162,2110
1163,2108
1164,2110
1165,2108
1166,2109
1167,2088
1168,2108
1169,2114
1170,2112
1171,2110
1172,2113
1173,2104
1174,2105
1175,2105
1176,2109
1177,2110
1178,2108
1179,2107
1180,2112
1181,2110
1182,2112
1183,2108
1184,2108
1185,2106
1186,2104
1187,2107
1188,2110
1189,2105
1190,2104
1191,2110
1192,2104
1193,2108
1194,2105
1195,2108
1196,2101
1197,2110
1198,2111
1199,2111
1200,2109
1201,2106
1202,2106
1203,2109
1204,2105
1205,2106
1206,2108
1207,2106
1208,2102
1209,2102
1210,2105
1211,2109
1212,2105
1213,2108
1214,2109
1215,2106
1216,2107
1217,2111
1218,2110
1219,2107
1220,2093
1221,2108
1222,2106
1223,2109
1224,2108
1225,2092
1226,2111
1227,2110
1228,2105
1229,2112
1230,2107
1231,2107
1232,2108
1233,2110
1234,2108
1235,2108
1236,2106
1237,2109
1238,2105
1239,2104
1240,2111
1241,2087
1242,2106
1243,2109
1244,2139
1245,2109
1246,2106
1247,2108
1248,2115
1249,2110
1250,2105
1251,2109
1252,2110
1253,2110
1254,2108
1255,2110
1256,2108
1257,2105
1258,2108
1259,2106
1260,2109
1261,2110
1262,2106
1263,2100
1264,2110
1265,2107
1266,2110
1267,2107
1268,2106
1269,2108
1270,2103
1271,2111
1272,2109
1273,2097
1274,2108
1275,2108
1276,2104
1277,2109
1278,2136
1279,2104
1280,2108
1281,2106
1282,2114
1283,2103
1284,2108
1285,2110
1286,2109
1287,2110
1288,2108
1289,2109
1290,2110
1291,2108
1292,2108
1293,2111
1294,2108
1295,2106
1296,2106
1297,2162
1298,2108
1299,2105
1300,2108
1301,2111
1302,2108
1303,2107
1304,2110
1305,2108
1306,2107
1307,2111
1308,2112
1309,2126
1310,2107
1311,2105
1312,2105
1313,2108
1314,2106
1315,2113
1316,2104
1317,2127
1318,2106
1319,2106
1320,2109
1321,2108
1322,2109
1323,2107
1324,2110
1325,2104
1326,2112
1327,2108
1328,2107
1329,2102
1330,2109
1331,2114
1332,2116
1333,2106
1334,2108
1335,2104
1336,2105
1337,2108
1338,2111
1339,2107
1340,2107
1341,2111
1342,2109
1343,2108
1344,2108
1345,2106
1346,2105
1347,2103
1348,2101
1349,2104
1350,2100
1351,2107
1352,2105
1353,2111
1354,2109
1355,2109
1356,2110
1357,2120
1358,2107
1359,2105
1360,2107
1361,2108
1362,2107
1363,2106
1364,2107
1365,2107
1366,2108
1367,2103
1368,2106
1369,2111
1370,2112
1371,2107
1372,2110
1373,2106
1374,2108
1375,2108
1376,2108
1377,2106
1378,2108
1379,2114
1380,2109
1381,2110
1382,2111
1383,2103
1384,2106
1385,2112
1386,2106
1387,2107
1388,2109
1389,2106
1390,2102
1391,2110
1392,2115
1393,2109
1394,2108
1395,2108
1396,2110
1397,2102
1398,2110
1399,2105
1400,2104
1401,2106
1402,2106
1403,2110
1404,2112
1405,2105
1406,2105
1407,2109
1408,2108
1409,2110
1410,2110
1411,2107
1412,2108
1413,2109
1414,2108
1415,2140
1416,2105
1417,2108
1418,2110
1419,2104
1420,2107
1421,2105
1422,2107
1423,2110
1424,2109
1425,2110
1426,2108
1427,2112
1428,2110
1429,2107
1430,2106
1431,2106
1432,2105
1433,2108
1434,2110
1435,2104
1436,2111
1437,2105
1438,2108
1439,2106
1440,2111
1441,2108
1442,2109
1443,2105
1444,2110
1445,2109
1446,2111
1447,2107
1448,2109
1449,2109
1450,2099
1451,2103
1452,2108
1453,2102
1454,2108
1455,2105
1456,2108
1457,2106
1458,2108
1459,2109
1460,2110
1461,2108
1462,2120
1463,2110
1464,2108
1465,2108
1466,2108
1467,2112
1468,2108
1469,2108
1470,2107
1471,2106
1472,2084
1473,2108
1474,2109
1475,2108
1476,2101
1477,2110
1478,2108
1479,2103
1480,2110
1481,2111
1482,2112
1483,2108
1484,2110
1485,2111
1486,2110
1487,2114
1488,2111
1489,2104
1490,2104
1491,2107
1492,2105
1493,2106
1494,2109
1495,2108
1496,2110
1497,2110
1498,2108
1499,2108
1500,2110
1501,2115
1502,2106
1503,2108
1504,2107
1505,2107
1506,2108
1507,2105
1508,2118
1509,2109
1510,2105
1511,2110
1512,2108
1513,2106
1514,2108
1515,2118
1516,2108
1517,2106
1518,2108
1519,2109
1520,2089
1521,2107
1522,2110
1523,2110
1524,2106
1525,2098
1526,2103
1527,2107
1528,2107
1529,2108
1530,2108
1531,2108
1532,2117
1533,2110
1534,2109
1535,2113
1536,2109
1537,2108
1538,2114
1539,2105
1540,2106
1541,2108
1542,2106
1543,2108
1544,2132
1545,2105
1546,2103
1547,2105
1548,2110
1549,2114
1550,2108
1551,2108
1552,2110
1553,2110
1554,2110
1555,2107
1556,2107
1557,2105
1558,2112
1559,2104
1560,2109
1561,2099
1562,2109
1563,2108
1564,2109
1565,2085
1566,2106
1567,2110
1568,2110
1569,2109
1570,2107
1571,2108
1572,2110
1573,2088
1574,2113
1575,2109
1576,2111
1577,2105
1578,2118
1579,2108
1580,2108
1581,2108
1582,2109
1583,2107
1584,2111
1585,2107
1586,2110
1587,2108
1588,2106
1589,2109
1590,2109
1591,2111
1592,2106
1593,2105
1594,2112
1595,2107
1596,2128
1597,2154
1598,2107
1599,2106
1600,2107
1601,2111
1602,2109
1603,2108
1604,2108
1605,2110
1606,2109
1607,2109
1608,2107
1609,2105
1610,2107
1611,2106
1612,2104
1613,2100
1614,2109
1615,2110
1616,2107
1617,2119
1618,2108
1619,2109
1620,2109
1621,2111
1622,2111
1623,2111
1624,2110
1625,2110
1626,2111
1627,2099
1628,2106
1629,2101
1630,2108
1631,2117
1632,2099
1633,2106
1634,2107
1635,2110
1636,2109
1637,2108
1638,2108
1639,2110
1640,2109
1641,2110
1642,2111
1643,2109
1644,2109
1645,2110
1646,2106
1647,2110
1648,2106
1649,2110
1650,2116
1651,2109
1652,2102
1653,2108
1654,2112
1655,2103
1656,2108
1657,2109
1658,2110
1659,2106
1660,2108
1661,2110
1662,2111
1663,2105
1664,2110
1665,2105
1666,2106
1667,2116
1668,2108
1669,2105
1670,2124
1671,2107
1672,2107
1673,2110
1674,2109
1675,2106
1676,2105
1677,2105
1678,2109
1679,2112
1680,2105
1681,2107
1682,2110
1683,2103
1684,2106
1685,2103
1686,2106
1687,2106
1688,2109
1689,2108
1690,2107
1691,2105
1692,2108
1693,2108
1694,2109
1695,2105
1696,2108
1697,2107
1698,2107
1699,2102
1700,2108
1701,2107
1702,2097
1703,2106
1704,2107
1705,2108
1706,2108
1707,2110
1708,2109
1709,2110
1710,2107
1711,2110
1712,2106
1713,2109
1714,2112
1715,2110
1716,2115
1717,2104
1718,2106
1719,2106
1720,2104
1721,2108
1722,2107
1723,2119
1724,2110
1725,2106
1726,2110
1727,2108
1728,2108
1729,2106
1730,2107
1731,2108
1732,2105
1733,2108
1734,2107
1735,2106
1736,2109
1737,2107
1738,2106
1739,2110
1740,2106
1741,2105
1742,2108
1743,2108
1744,2109
1745,2113
1746,2107
1747,2108
1748,2110
1749,2110
1750,2105
1751,2110
1752,2107
1753,2107
1754,2105
1755,2105
1756,2108
1757,2108
1758,2110
1759,2109
1760,2106
1761,2112
1762,2113
1763,2109
1764,2111
1765,2112
1766,2114
1767,2125
1768,2108
1769,2108
1770,2107
1771,2108
1772,2107
1773,2108
1774,2107
1775,2109
1776,2101
1777,2107
1778,2108
1779,2107
1780,2109
1781,2111
1782,2110
1783,2108
1784,2109
1785,2105
1786,2109
1787,2101
1788,2105
1789,2104
1790,2108
1791,2105
1792,2106
1793,2105
1794,2112
1795,2106
1796,2106
1797,2108
1798,2110
1799,2111
1800,2108
1801,2109
1802,2111
1803,2108
1804,2105
1805,2110
1806,2108
1807,2105
1808,2096
1809,2113
1810,2102
1811,2108
1812,2110
1813,2107
1814,2102
1815,2108
1816,2112
1817,2110
1818,2110
1819,2108
1820,2105
1821,2108
1822,2108
1823,2107
1824,2106
1825,2125
1826,2102
1827,2108
1828,2108
1829,2100
1830,2108
1831,2110
1832,2111
1833,2105
1834,2107
1835,2110
1836,2108
1837,2107
1838,2109
1839,2105
1840,2103
1841,2102
1842,2106
1843,2110
1844,2135
1845,2104
1846,2108
1847,2108
1848,2110
1849,2109
1850,2108
1851,2108
1852,2108
1853,2108
1854,2108
1855,2110
1856,2106
1857,2109
1858,2109
1859,2108
1860,2110
1861,2102
1862,2109
1863,2106
1864,2105
1865,2108
1866,2108
1867,2104
1868,2110
1869,2111
1870,2110
1871,2110
1872,2109
1873,2100
1874,2108
1875,2107
1876,2108
1877,2108
1878,2128
1879,2106
1880,2108
1881,2103
1882,2108
1883,2109
1884,2110
1885,2111
1886,2107
1887,2108
1888,2109
1889,2110
1890,2108
1891,2109
1892,2110
1893,2107
1894,2109
1895,2108
1896,2120
1897,2067
1898,2107
1899,2109
1900,2107
1901,2108
1902,2108
1903,2111
1904,2110
1905,2108
1906,2108
1907,2110
1908,2106
1909,2107
1910,2102
1911,2105
1912,2104
1913,2104
1914,2100
1915,2111
1916,2108
1917,2085
1918,2109
1919,2106
1920,2111
1921,2109
1922,2111
1923,2108
1924,2107
1925,2113
1926,2115
1927,2105
1928,2108
1929,2108
1930,2112
1931,2117
1932,2111
1933,2109
1934,2108
1935,2112
1936,2109
1937,2109
1938,2110
1939,2107
1940,2105
1941,2112
1942,2108
1943,2110
1944,2105
1945,2107
1946,2107
1947,2106
1948,2104
1949,2112
1950,2108
1951,2110
1952,2108
1953,2105
1954,2107
1955,2109
1956,2110
1957,2104
1958,2109
1959,2111
1960,2108
1961,2108
1962,2109
1963,2101
1964,2109
1965,2105
1966,2108
1967,2118
1968,2109
1969,2106
1970,2116
1971,2118
1972,2112
1973,2105
1974,2108
1975,2112
1976,2108
1977,2103
1978,2110
1979,2113
1980,2107
1981,2108
1982,2103
1983,2107
1984,2104
1985,2115
1986,2108
1987,2114
1988,2105
1989,2106
1990,2107
1991,2108
1992,2112
1993,2108
1994,2108
1995,2107
1996,2109
1997,2107
1998,2109
1999,2105
2000,2104
2001,2104
2002,2114
2003,2112
2004,2105
2005,2108
2006,2108
2007,2111
2008,2108
2009,2111
2010,2107
2011,2109
2012,2111
2013,2108
2014,2106
2015,2110
2016,2107
2017,2105
2018,2105
2019,2102
2020,2110
2021,2105
2022,2108
2023,2112
2024,2107
2025,2108
2026,2111
2027,2110
2028,2108
2029,2106
2030,2095
2031,2109
2032,2104
2033,2106
2034,2104
2035,2106
2036,2104
2037,2105
2038,2104
2039,2108
2040,2106
2041,2107
2042,2108
2043,2112
2044,2112
2045,2113
2046,2113
2047,2108
2048,2110
2049,2110
2050,2108
2051,2107
2052,2109
2053,2108
2054,2108
2055,2101
2056,2102
2057,2113
2058,2108
2059,2110
2060,2104
2061,2109
2062,2109
2063,2108
2064,2110
2065,2110
2066,2108
2067,2104
2068,2105
2069,2108
2070,2103
2071,2104
2072,2083
2073,2103
2074,2104
2075,2110
2076,2101
2077,2106
2078,2108
2079,2110
2080,2109
2081,2109
2082,2119
2083,2108
2084,2110
2085,2108
2086,2103
2087,2108
2088,2109
2089,2105
2090,2108
2091,2137
2092,2109
2093,2108
2094,2110
2095,2108
2096,2107
2097,2110
2098,2110
2099,2109
2100,2104
2101,2112
2102,2109
2103,2108
2104,2107
2105,2106
2106,2113
2107,2106
2108,2116
2109,2113
2110,2117
2111,2110
2112,2106
2113,2110
2114,2107
2115,2108
2116,2110
2117,2111
2118,2110
2119,2105
2120,2110
2121,2108
2122,2108
2123,2108
2124,2104
2125,2102
2126,2103
2127,2105
2128,2104
2129,2100
2130,2107
2131,2108
2132,2108
2133,2109
2134,2108
2135,2110
2136,2107
2137,2109
2138,2105
2139,2111
2140,2102
2141,2105
2142,2103
2143,2106
2144,2107
2145,2107
2146,2105
2147,2110
2148,2110
2149,2105
2150,2098
2151,2108
2152,2110
2153,2108
2154,2107
2155,2107
2156,2108
2157,2106
2158,2106
2159,2109
2160,2112
2161,2109
2162,2102
2163,2106
2164,2123
2165,2110
2166,2105
2167,2108
2168,2109
2169,2105
2170,2112
2171,2109
2172,2108
2173,2098
2174,2107
2175,2107
2176,2106
2177,2110
2178,2126
2179,2104
2180,2112
2181,2108
2182,2112
2183,2106
2184,2107
2185,2108
2186,2110
2187,2108
2188,2108
2189,2109
2190,2109
2191,2110
2192,2107
2193,2108
2194,2108
2195,2104
2196,2110
2197,2051
2198,2105
2199,2110
2200,2106
2201,2110
2202,2109
2203,2110
2204,2106
2205,2108
2206,2105
2207,2110
2208,2111
2209,2105
2210,2107
2211,2107
2212,2103
2213,2104
2214,2104
2215,2104
2216,2102
2217,2103
2218,2104
2219,2110
2220,2109
2221,2110
2222,2108
2223,2110
2224,2113
2225,2110
2226,2113
2227,2107
2228,2105
2229,2104
2230,2107
2231,2118
2232,2107
2233,2107
2234,2108
2235,2111
2236,2107
2237,2109
2238,2110
2239,2128
2240,2106
2241,2107
2242,2110
2243,2106
2244,2109
2245,2105
2246,2108
2247,2103
2248,2103
2249,2108
2250,2105
2251,2105
2252,2108
2253,2105
2254,2104
2255,2108
2256,2110
2257,2108
2258,2109
2259,2112
2260,2110
2261,2109
2262,2108
2263,2106
2264,2105
2265,2106
2266,2107
2267,2113
2268,2107
2269,2108
2270,2105
2271,2108
2272,2109
2273,2106
2274,2108
2275,2108
2276,2111
2277,2108
2278,2111
2279,2113
2280,2110
2281,2106
2282,2110
2283,2106
2284,2109
2285,2110
2286,2110
2287,2106
2288,2103
2289,2106
2290,2103
2291,2107
2292,2110
2293,2110
2294,2109
2295,2110
2296,2107
2297,2104
2298,2109
2299,2105
2300,2107
2301,2108
2302,2103
2303,2110
2304,2107
2305,2108
2306,2108
2307,2108
2308,2108
2309,2111
2310,2108
2311,2109
2312,2106
2313,2109
2314,2122
2315,2110
2316,2110
2317,2106
2318,2106
2319,2102
2320,2106
2321,2109
2322,2113
2323,2111
2324,2103
2325,2106
2326,2106
2327,2108
2328,2111
2329,2110
2330,2107
2331,2118
2332,2105
2333,2104
2334,2105
2335,2104
2336,2104
2337,2106
2338,2104
2339,2109
2340,2110
2341,2098
2342,2115
2343,2110
2344,2107
2345,2103
2346,2108
2347,2110
2348,2107
2349,2108
2350,2108
2351,2106
2352,2106
2353,2105
2354,2105
2355,2108
2356,2107
2357,2106
2358,2109
2359,2106
2360,2108
2361,2106
2362,2108
2363,2108
2364,2108
2365,2110
2366,2108
2367,2120
2368,2107
2369,2111
2370,2104
2371,2112
2372,2123
2373,2106
2374,2110
2375,2108
2376,2102
2377,2104
2378,2111
2379,2106
2380,2104
2381,2108
2382,2110
2383,2108
2384,2106
2385,2106
2386,2105
2387,2106
2388,2103
2389,2109
2390,2107
2391,2104
2392,2106
2393,2107
2394,2108
2395,2108
2396,2110
2397,2110
2398,2105
2399,2114
2400,2111
2401,2105
2402,2105
2403,2106
2404,2105
2405,2109
2406,2105
2407,2108
2408,2112
2409,2105
2410,2102
2411,2105
2412,2110
2413,2108
2414,2111
2415,2112
2416,2103
2417,2105
2418,2110
2419,2107
2420,2110
2421,2106
2422,2110
2423,2104
2424,2100
2425,2104
2426,2105
2427,2100
2428,2105
2429,2105
2430,2109
2431,2109
2432,2100
2433,2111
2434,2108
2435,2111
2436,2110
2437,2108
2438,2108
2439,2108
2440,2105
2441,2109
2442,2108
2443,2105
2444,2101
2445,2110
2446,2107
2447,2112
2448,2109
2449,2109
2450,2107
2451,2103
2452,2109
2453,2108
2454,2109
2455,2104
2456,2103
2457,2112
2458,2104
2459,2108
2460,2109
2461,2104
2462,2106
2463,2108
2464,2099
2465,2107
2466,2110
2467,2112
2468,2107
2469,2107
2470,2108
2471,2116
2472,2111
2473,2106
2474,2107
2475,2107
2476,2107
2477,2110
2478,2109
2479,2106
2480,2109
2481,2105
2482,2110
2483,2110
2484,2105
2485,2107
2486,2108
2487,2110
2488,2108
2489,2105
2490,2110
2491,2108
2492,2106
2493,2108
2494,2100
2495,2105
